date_set,scope,condition,action,status,notes
2026-08-07,KCHOL,Q2 (KAP 05 Agu) rakamlari bir beslemede dogrulanabilir hale gelir VE attributable kar buyumesi POZITIF VE settled kapanis > 200 (bilanco oncesi seviyeyi geri alir),"Yeni giris degerlendir (starter ~8pp, nakitten)",active,"08-07 ACILDI. KCHOL bugunku taramanin en guclu taze adayiydi ve KURAL 2 geregi ALINMADI. GECEN filtreler: kar bacagi 2026Q1 faaliyet kari +%41,5 (27.943M vs 19.750M) ve attributable net -1.852M zarar -> +522M kar; deger bacagi F/K 13,08 < XHOLD medyan 17,21 + PD/DD 0,63 = medyan; momentum intraday 198,80 sma20 197,04 / ema20 197,69 / ema50 196,74 ucunun de uzerinde, MACD hist +0,366 POZ. GECMEYEN sart - KATALIZORUN YONU DOGRULANAMIYOR: KCHOL Q2 finansal raporunu 05 Agu 18:15'te KAP'a verdi (Holding Finansal Rapor + Faaliyet Raporu + Sorumluluk Beyani, dogrudan okundu) ve ERTESI SEANS 08-06'da settled -%4,90 dustu (206,00 -> 195,90) XU100 +%0,70 iken = -5,60pp; hacim 55,1M = normalin ~2,7 kati; BISTECH devre kesici tetiklendi (KAP 06 Agu 16:34). Q2 rakamlari hicbir beslemede HENUZ YOK (mali tablolar 2026Q1'de duruyor) -> bu dususun GARAN tipi 'beate ragmen sell-the-news = flow' mu yoksa gercek MISS mi oldugu AYIRT EDILEMIYOR. GARAN'da sell-the-news'u tutabilmemizin tek nedeni KAP-teyitli 3,9x beat verisiydi; ayni veri olmadan ayni davranisi tekrarlamak hipotezi kanit yerine koymak olur. Ek deger: KCHOL girisi staples %43 konsantrasyonunu kirar - o yuzden aday olarak CANLI tutuluyor | 08-10: IKI BACAK DA MET DEGIL. (i) Q2 rakamlari HALA hicbir beslemede yok - get_financial_statements KCHOL bugun yeniden cekildi, son donem 2026Q1'de duruyor (05 Agu KAP 'Holding Finansal Rapor' bildirimi var ama veri beslemeye dusmedi). (ii) settled 198,50 < 200 esigi. NOT: KCHOL bilanco sonrasi TOPARLIYOR - 195,90 (08-06) -> 198,50 (08-07, +%1,33) -> bugun intraday 200,80/201,00. Yani 'akis mi miss mi' sorusu fiyat tarafinda AKIS lehine donuyor ama biz veri olmadan giremiyoruz; bu KURAL 2 kapisinin GERCEK MALIYETIDIR ve kayda geciyorum. Esik degistirilmedi (fiyat pismanligiyla kural gevsetilmez). | 08-11: FIYAT BACAGI ILK KEZ KARSILANDI: 08-10 settled 203,90 > 200 esigi (dun 198,50 idi). VERI BACAGI ALTINCI GUN MET DEGIL: Q2 rakamlari hicbir beslemede yok (bugun yeniden dogrulandi, quarterly 2026Q1'de duruyor). Iki bacak birlikte arandigi icin ALINMADI. Kapinin olculen maliyeti: 195,90 -> 203,90 = +%4,08 | 08-14 OLCULDU - FIYAT BACAGI GERI GELDI ama DEGERLEME BACAGI YENI KAYBEDILDI. (i) settled 08-13 202,40 > 200 ✓ (08-12 205,80); (ii) Q2 verisi 8. is gununde hala beslemede YOK; (iii) YENI: F/K 13,50 = XHOLD medyani 13,52 -> SECIM KRITERI'nin degerleme bacagi artik GECMIYOR (AEFES'te 08-12'de olan sey), EV/FAVOK KCHOL icin cekilemiyor. Yani kapi bugun ikinci bir bacaktan da kapali -> MET DEGIL"
2026-08-07,METODOLOJI,RSI esikli tetiklerde kaynaklar celisirse (get_technical_analysis vs scan_stocks),Kesinlesmis kapanislardan ELLE hesaplanan Wilder RSI-14 otoriterdir; tetik onunla degerlendirilir,active,"08-07 ACILDI. Bugun BIMAS trim tetiginde somut celiski cikti: get_technical_analysis RSI 41,77 (<45 -> trim ima ediyor) vs scan_stocks RSI 52,52 (>45 -> trim yok). Iki arac da ayni MCP'den ama farkli hesap/pencere kullaniyor. 41 kesinlesmis gunluk kapanistan Wilder RSI-14 hesaplandi = 49,50 -> tetik MET DEGIL, trim YAPILMADI. Karar kurali METHODOLOGY 3'ten turuyor: skorlama ve tetik degerlendirmesi kesinlesmis kapanisla yapilir, intraday yalnizca gosterimdir. Bu kayit olmasaydi bugun AYKIRI bir okumayla 8pp'lik gereksiz devir yapilmis olacakti. Ileride ayni celiski cikarsa ayni yol izlenecek | 08-10: HIPOTEZDEN KANITA TERFI (n=1 -> n=3, AYNI SEANSTA). Bugun UC bagimsiz vaka: BIMAS TA 44,67 vs elle 51,44 (TA -6,8 DUSUK), TUPRS TA 60,43 vs elle 72,67 (TA -12,2 DUSUK), GARAN TA 56,14 vs elle 47,36 (TA +8,8 YUKSEK). KRITIK BULGU: sapmanin YONU TUTARSIZ -> sabit bir offset ile duzeltilemez, yalnizca ELLE hesap ise yarar. Pratik etki bugun iki yonlu: BIMAS'ta gereksiz trim'i (2. kez) ONLEDI, TUPRS'ta geri-alim kapisinin yanlislikla ACILMASINI onledi, GARAN'da ise momentumun sanilandan ZAYIF oldugunu ortaya cikardi (yeni ara-kademe tetiginin gerekcesi). Kural degismedi, kanit gucu artti. | 08-11: BUGUN n=3 -> n=7'ye cikti. Dort isimde birden TA araci ile elle Wilder RSI-14 sapmasi: GARAN +3,98 / BIMAS -13,62 / CCOLA -22,26 / AEFES -13,67. YENI TEST: sapmanin 'TA bugunun intraday barini iceriyor' hipoteziyle aciklanip aciklanmadigi olculdu -> ACIKLANMIYOR (intraday bar eklenince GARAN'da fark +7,63'e BUYUYOR, staples'ta -7..-11 kaliyor). Yon tutarsizligi teyit edildi; elle hesap tek gecerli yontem olarak KALICI"
2026-08-10,GARAN,"settled <123,40 (post-beat toparlanmanin tamami geri verilir) VEYA settled Wilder RSI-14 <45",Agirlik 29 -> 22 trim (7pp nakde),fired,"08-10 ACILDI. Gerekce: GARAN cekirdegin EN KOTU kumulatif alfasi (-4,49) ve %29 ile en buyuk tek-isim konsantrasyonu; bugun elle hesaplanan Wilder RSI-14 47,36 cikti (TA 56,14 diyordu) ve fiyat ema20 127,48 VE ema50 128,76'nin ALTINDA - yani momentum sanilandan zayif. AMA 118 stopu %7,09 uzakta ve tez (KAP-teyitli 3,9x beat + F/K 4,42 < XBANK medyan 4,88 + 2Y tahvil gevsemesi) INTAKT; tek gunluk fiyatla %29 oynatmak KURAL 9 ihlali olur. BIMAS'ta 08-06'da kurulan ARA KADEME yontemi uygulaniyor: stop ile 'hicbir sey yapma' arasina on-kayitli bir kademe konuluyor. 123,40 esigi keyfi degil - 07-31 settled kapanisi, yani post-beat toparlanmanin BASLANGIC noktasi; altina inmek 3 seanslik +%5,10'luk hareketin TAMAMEN geri verildigi anlamina gelir ve 06 Agu'da kanita terfi ettirdigimiz 'post-beat tut' tezini fiilen yanlilar. RSI<45 bacagi ise elle hesapla olculur (METODOLOJI tetigi). | 08-11: TETIK FIRED. Elle Wilder RSI-14 = 43,46 < 45 (39 kesinlesmis kapanis, prices.csv 06-16..08-10). Fiyat bacagi MET DEGIL (126,60 > 123,40) ama VEYA baglaci -> tek bacak yeterli. Seed saglamlik: 43,46(n39)/40,74(n35)/41,81(n30)/41,76(n25)/48,32(n20) -> 5'te 4 esik alti, en yakinsak seri otoriter. TA araci 47,44 (+3,98 sapma) yanlilandi. AKSIYON UYGULANDI: agirlik 29 -> 22, 7pp nakde. Tez bozulmadi (F/K 4,41 < XBANK 4,83, KAP 3,9x beat, KAP bugun temiz); trim TEKNIK gerekce (ema20/ema50 alti + kumulatif alfa -5,00 + %29 konsantrasyon) ve 2Y tahvil +0,73 aleyhe donusu"
2026-08-10,MGROS,"KAP'ta SOMUT pozitif katalizor (bilanco/ihale/kapasite/sozlesme, tarih+olay) dogrulanir VE staples konsantrasyonu <%35'e iner VE settled >630 (sma20 uzeri korunur)","Yeni giris degerlendir (starter ~8pp, nakitten)",active,"08-10 ACILDI. MGROS bugunun EN GUCLU TAZE ADAYIYDI ve KURAL 7'nin katalizor bacaginda elendi. GECEN filtreler: kar bacagi SERT VERI ile 2026Q1 ana ortaklik net kar 1.597.868M vs 2025Q1 1.283.999M = +%24,4 YoY, satis 109.237M vs 102.646M = +%6,4, brut kar +%3,4 (borsapy mali tablolar); deger bacagi EV/FAVOK 4,1 + PD/DD 1,3 < XUHIZ medyan 1,75 (METHODOLOGY 5 ikamesi ile TAM geciyor); momentum taramanin en gucluleri arasinda (RSI 57,96, MACD hist +4,10 POZ ve genisliyor, fiyat sma20 630,78 / ema20 635,19 / ema50 637,33 UZERINDE). GECMEYEN: (i) KATALIZOR - get_news MGROS tarandi, son 3 ayda somut pozitif olay YOK (20 Tem BIST endeks bildirimi, 15 Haz kredi derecelendirmesi - rutin); 08-07'deki +%4,55 sicramanin (654,50, hacim 3,02M ~ normalin 2 kati) KAP'ta karsiligi YOK = AKIS. Bu testi CCOLA'da (08-03 dususu) LEHTE kullandim; ayni testi burada ALEYHTE de uygulamak zorundayim - aksi halde tek yonlu kanit secerim. (ii) F/K 16,00 ~ XUHIZ medyan 15,95, iskonto YOK. (iii) STAPLES - 30 Tem konsantrasyon capi (%43) ek staples alimini yasakliyor; MGROS 4. staples ismi olurdu. Giris bu ucunun de cozulmesine baglandi. | 08-11: Fiyat bacagi KARSILANDI (08-10 settled 658,00 > 630). Katalizor bacagi hala MET DEGIL (KAP'ta somut pozitif olay yok). Staples capi %43 > %35 esigi -> MET DEGIL. 3 bacaktan 1'i | 08-14 OLCULDU - UC BACAK DA DUSTU ve kapi DORDUNCU kez dogru karar verdi. settled 08-12 572,00 / 08-13 552,00 -> '>630' sarti kopuk; iki seansta -%12,4, 08-11'den beri -%12,4, 08-07 zirvesinden -%16,1. Katalizor bacagi KAP'ta hala bos. Staples bacagi ARTIK KARSILANIYOR (staples %12'ye indi) ama diger iki bacak dustu -> MET DEGIL. Kacinilan zarar bu haftaki en buyuk tek olcum"
2026-08-11,GARAN,settled <118 kesim / settled Wilder RSI-14 <38 (ikinci kademe) VEYA settled <120,Agirlik 22 -> 12 trim (10pp nakde) / <118 tam kesim,active,"08-11 ACILDI - bugun FIRED olan 29->22 tetiginin HALEFI. Gerekce: trim uygulandi ama momentum bozulmasi devam edebilir; %22 hala en buyuk tek-isim agirligi ve kumulatif alfa -5,00 ile cekirdegin en kotusu. Stop (118) ile 'hicbir sey yapma' arasina IKINCI kademe konuyor - ayni yontem BIMAS 08-06 ve GARAN 08-10'da ise yaradi. Esikler keyfi degil: 120 = 31 Tem settled dibi (123,40) altinda kalici kirilim seviyesi; RSI 38 = bugunku 43,46'nin belirgin altinda, gurultu degil rejim bozulmasi demek. Tez tarafi: F/K 4,41 < XBANK 4,83 ve KAP-teyitli 3,9x beat duruyor -> tez bozulursa (Q3 bilanco 28 Ekim) ayrica degerlendirilir"
2026-08-11,CCOLA,08-11 settled kapanis < 86,TAM KESIM (5pp nakde),expired,"08-12 EXPIRED - TEST EDILDI, ATESLENMEDI. 08-11 settled 86,65 > 86 -> kesim SARTI KARSILANMADI, pozisyon korundu. ONEMLI DOGRULAMA: 08-11 intraday 85,45 stopun ALTINDAYDI ve gun sonunda 86,65'e toparladi (+%1,40). Settled-disiplini ikinci kez olculebilir deger uretti (ilki TUPRS 07-30/07-31). Intraday panigiyle kesilseydi %5 pozisyon gereksiz kapatilacakti - ustelik ayni gun analist hedefi 107,07 -> 115,40 YUKARI revize edildi. Bugune ozgu halefi acildi. Onceki not: 08-11 ACILDI (mevcut 'settled <86' kesim tetiginin BUGUNE OZGU on-kayitli somutlastirilmasi). Gerekce: CCOLA bugun intraday 85,45 ile stopun ALTINDA islem goruyor (-%5,11) ve Q2 rakamlari hicbir beslemede olmadigi icin dususun 'miss mi akis mi' oldugu DOGRULANAMIYOR. Karari simdi yaziyorum ki yarin fiyati gordukten sonra gevsetme egilimi olusmasin (ISCTR/TCELL dersi: settled decisive breach'te 'de-risk trim' softlugu gecersiz). KARSI KANIT kayda geciyor: konsensus hedefi Q2 SONRASI 105,14 -> 107,07 YUKARI revize edildi ve 18 AL/2 TUT korundu -> analistler rakami gorup hedef yukseltti. Bu nedenle kesim OTOMATIK degil settled-KOSULLU: settled >=86 gelirse pozisyon %5'te KALIR ve rakamlar beslemeye dustugunde geri-yukseltme tetigi yeniden isler"
2026-08-11,VERI/BESLEME,KAP'ta Finansal Rapor yayinlandi ama rakamlar borsapy/yfinance beslemelerine 3+ is gunu dusmezse,Ilgili ismin tetigi 'veri bacagi' gerekcesiyle ASKIDA sayilir; fiyat bacagiyla TEK BASINA aksiyon alinmaz,active,"08-11 ACILDI. Bugun ayni arizanin UC ismde birden ciktigi dogrulandi: CCOLA (KAP 10 Agu 18:47), ENJSA (KAP 10 Agu 18:49), KCHOL (KAP 05 Agu - ALTI is gunu). Ucunde de get_financial_statements quarterly serisi 2026Q1'de duruyor. Bu YAPISAL bir besleme gecikmesi ve artik tek isimlik bir kaza degil: uc bagimsiz vaka. Operasyonel sonuc: 'bilanco aciklandi' ile 'bilanco dogrulanabilir' AYRI durumlardir ve tetik metinleri bundan sonra hangisini kastettigini ACIKCA yazacak. ENJSA'da bu ayrimi bugun harfi harfine uyguladim (rapor yayinlandi ama 'beat' dogrulanamadi -> upgrade YOK) | 08-14 ESKALASYON - ARIZA ISME OZGU DEGIL, PIYASA GENELINDE. Bugun ANSGR test edildi: Q2 Finansal Rapor KAP'a 28 TEM 22:56'da verilmis, get_financial_statements ceyreklik serisi 12 IS GUNU sonra hala 2026Q1'de duruyor. Ayni durum KCHOL (05 Agu, 8 gun), MPARK (05 Agu, 8 gun), CCOLA/ENJSA (10 Agu), AEFES (11 Agu) icin gecerli -> kontrol edilen 6 isimde 6'si. SONUC: 'Q2 beslemede dogrulanabilir' kosulunu iceren HER kapi (KCHOL, ENJSA ek-upgrade) fiilen KALICI KAPALI durumda; bu bir isim-riski sinyali DEGIL, besleme limitidir. Kapilar bugun ad-hoc GEVSETILMEDI; yeniden tasarim METHODOLOGY.md'de yapilir (bkz. 08-14 METODOLOJI tetigi)"
2026-08-12,BIMAS,settled <370 kesim / settled Wilder RSI-14 <38 (ikinci kademe) VEYA settled <365,Agirlik 12 -> 6 trim / <370 tam kesim,active,"08-12 ACILDI - bugun FIRED olan 20->12 tetiginin HALEFI. Gerekce: fiyat bacagi karsilandi ve momentum rejimi bozuluyor (08-11 settled 377,25 < ema20 382,45 VE < sma20 386,96; MACD hist -2,06 NEG ve derinlesiyor; elle Wilder RSI-14 45,50 esigin hemen ustunde). 19 Agustos Q2 BINARY 5 is gunu ilerde ve stop tamponu %1,92 ile listenin en dari. Esik keyfi degil: 370 mevcut kesim stopu, 365 ise 08-11 gun-ici dip 375,00 altindaki ilk yapisal seviye. Tez BOZULMADI (2026Q1 +%82,5 YoY, buyback, 30 AL/1 TUT) - bu yuzden kesim degil ikinci kademe trim."
2026-08-12,AEFES,08-12 settled kapanis < 20.40,TAM KESIM (18pp nakde),fired,"08-12 ACILDI - ON-KAYITLI, FIYAT GORULMEDEN ONCE YAZILDI. Gerekce: AEFES Q2 Finansal Raporu 11 Agu 22:11 KAP (kapanis SONRASI) ve hisse bugun gun-ici 19,10 ile 20,40 stopunun %6,37 ALTINDA (-%9,1). 08-11 settled 21,02 > 20,40 oldugu icin kesim tetigi HENUZ met degil - METHODOLOGY 3 geregi karar settled kapanisa baglidir. Post-Q2 trim tetiginin (kar NEG VE settled < ema50) FIYAT bacagi karsilandi (21,02 < elle ema50 21,06 ve < 21,32); VERI bacagi dogrulanamiyor -> VERI/BESLEME kurali geregi tek basina aksiyon yok. Bu yuzden karar bugunden ON-KAYDA aliniyor: yarin sabah fiyat goruldukten sonra gevsetme egilimi dogmasin. UYARI: fireyle nakit %29 -> %47ye cikar; bu kabul edilen maliyettir. | 08-14 FIRED ve UYGULANDI: 08-12 settled 19,52 < 20,40 (stopun %4,31 ALTINDA) -> TAM KESIM, 18pp nakde. Realize alfa -13,63pp. 08-13 settled 19,25 (-%1,38) kesimi TEYIT etti - reversiyon yok, CCOLA tipi toparlama olmadi. NOT: aksiyon 08-13 rutini CALISMADIGI icin bir seans gecikmeyle KAYDEDILDI; ancak on-kayit 08-12 kapanisina bagli kosullu MOC emri niteligindedir (TCELL/TUPRS presedani) -> cikis 08-12 settled'a defterlendi"
2026-08-12,CCOLA,08-12 settled kapanis < 86,TAM KESIM (5pp nakde),fired,"08-12 ACILDI - dun test edilip ATESLENMEYEN pre-commitin AYNI SARTLA yenilenmesi (gevsetme YOK). Bugun gun-ici 83,80 yine 86 stopunun altinda (-%2,56). KARSI KANIT ACIKCA KAYITLI ve saklanmiyor: analistler Q2 rakamlarini GORDUKTEN sonra hedefi 107,07 -> 115,40 (+%7,8) YUKARI revize etti, kapsam 20 -> 21 analiste cikti (19 AL/2 TUT), F/K 11,02 < XGIDA medyan 12,40, EV/FAVOK 6,0. Yani dusus buyuk olasilikla AEFES kontaminasyonu (AEFES CCOLAnin ~%50 ortagi ve dun -%9,1). BUNA RAGMEN stop gevsetilmiyor: fiyati gordukten sonra esik oynatmak, 07-24/07-28/07-30 kesimlerinde ise yarayan disiplinin ta kendisini bozar. Stop 86 SABIT. | 08-14 FIRED ve UYGULANDI: 08-12 settled 83,25 < 86 (stopun %3,20 ALTINDA) -> TAM KESIM, 5pp nakde. Realize alfa -13,47pp. AYNI esik iki kez yazildi: 08-11'de test edilip ATESLENMEDI (86,65), 08-12'de ATESLENDI - tetik iki yonlu calisti. DURUSTLUK: 08-13 settled 84,95 (+%2,04) toparladi -> kesimin olculen bir-seansLIK maliyeti +1,70 TL/hisse (+%2,04). Kural gevsetilmedi"
2026-08-12,VERI/KAYNAK,KAP birincil belgesi get_news detay modunda erisilebilir mi (Finansal Rapor icerigi),Erisilebilirse feed gecikmesi BYPASS edilir; degilse VERI/BESLEME askisi gecerli kalir,fired,"08-12 ACILDI ve BUGUN TEST EDILDI - KISMI SONUC. Dun yazdigim VERI/BESLEME askisinin cozumu icin KAP birincil kaynagina dogrudan gidildi: KCHOL Holding Finansal Rapor (05 Agu 18:15) get_news news_id detay moduyla CEKILEBILDI -> yani KAP metni ERISILEBILIR. ANCAK belge 17 sayfalik HAM XBRL taksonomi dokumu olarak donuyor; 1 / 5 / 9 / 13. sayfalar orneklendi, DORDU DE bilanco (Finansal Durum Tablosu) bolumu. Kar-zarar tablosu bu dort sondajda BULUNAMADI. SONUC: bypass teorik olarak mumkun ama sayfa basina maliyeti yuksek ve kar-zarar sayfasinin yeri ONGORULEMEZ. Bugun karar degistirmedi (KCHOL fiyat bacagi zaten koptu). Bir sonraki adim: kalan sayfalarda (2-4, 6-8, 10-12, 14-17) kar-zarar tablosunun sayfa numarasini BIR KEZ tespit et ve kalici olarak kaydet. || 08-18 FIRED - POZITIF SONUC, SORU CEVAPLANDI. KAP birincil belgesi get_news detay modunda SAYFALI olarak OKUNABILIYOR. BIMAS Finansal Rapor (17 Agu 22:35, 17 sayfa): s.17 ozkaynak tablosundan H1 2026 ana ortaklik net kari 14.934.476 bin TL vs H1 2025 7.346.117 bin TL = +%103,3 YoY. ANSGR Sigorta Finansal Rapor (28 Tem, 16 sayfa): s.15'ten H1 2026 net donem kari 7.396.626.681 TL. Besleme gecikmesi BYPASS EDILDI. SINIR: bu belgeler BILANCO tablosu - net kar okunuyor, FAALIYET KARI okunmuyor -> MPARK'in faaliyet-kari bacagi bu yolla ACILAMIYOR"
2026-08-14,ANSGR,"settled <26,80 (giris altinda ilk savunma) VEYA elle Wilder RSI-14 >75 (add-yasak)","Kesim (<26,80) / add-yasak (RSI>75)",active,"08-14 ACILDI - YENI GIRIS (starter %10, nakitten). Stop 26,80: 08-13 settled 28,80'e gore %6,94 tampon; seviye 24 Tem dip kapanisi (26,84) ve 29 Tem (27,00) yatay tabanin hemen altina konuldu, tek-gun gurultusune degil YAPIYA demirli. Giris gerekcesi UC BACAK DA SERT VERIYLE MET: (1) F/K 3,87 << XUMAL medyan 10,04 - 22 isimlik emsal grubunun EN UCUZU; (2) 2026Q1 donem net kari 3.842M vs 2.256M = +%70,3 YoY VE Teknik Bolum Dengesi 4.751M vs 2.975M = +%59,7 -> buyume FAALIYET (underwriting) kaynakli, yatirim geliri artigi degil; (3) katalizor: Q2 Sigorta Sirketleri Finansal Rapor KAP 28 Tem 2026 22:56 + Kurumsal Yonetim Derecelendirmesi 03 Agu. Elle Wilder RSI-14 = 56,23 (n=38, 5 seedin 5'i 55-59 bandinda) - asiri alim degil"
2026-08-14,ANSGR,"KAP-teyitli Q2 rakamlari beslemeye duser VE donem net kar buyumesi POZITIF VE settled >29,68 (11 Agu gun-ici zirvesi asilir)",Agirlik 10 -> 16 yukselt (6pp nakitten),active,08-14 ACILDI - ON-KAYITLI KADEME YUKSELTME. Starter'i core'a cikarmak icin ONCEDEN yazilmis sart; fiyati gordukten sonra esik oynatilmayacak. Veri bacagi bugun piyasa genelinde kapali (bkz. VERI/BESLEME) -> bu kapi da o cozulene kadar kapali kalir ve bu BILINCLI bir maliyettir
2026-08-14,ANSGR,"positions.csv entry_close alani provizyonel (08-13 settled 28,80) yazildi",Yarinki rutin 08-14 KESINLESMIS kapanisini prices.csv'ye ekledikten SONRA entry_close'u o degerle DEGISTIR,fired,"08-14 ACILDI - LEDGER BUTUNLUGU. METHODOLOGY §3/§4: giris capasi giris gununun KESINLESMIS kapanisidir; rutin 10:33 TRT'de calistigi icin 08-14 kapanisi henuz YOK. Provizyonel deger acikca isaretlendi. compute_perf.py'nin kendi korumasi (entry_close ile prices.csv sapmasi >%0,5 ise UYARI) bu duzeltmenin yapilip yapilmadigini OTOMATIK denetler - yarin UYARI cikarsa duzeltme atlanmis demektir | 08-17 FIRED - UYGULANDI: 08-14 kesinlesmis kapanis 28,68 prices.csv'ye eklendi ve positions.csv entry_close 28,80 -> 28,68 duzeltildi. ONEMLI: bu duzeltmeyi compute_perf'in OTOMATIK DENETIMI YAKALAMADI - sapma %0,417 < script esigi %0,5 -> uyari cikmazdi. Duzeltmeyi bu ledger tetigi yakaladi. Dunku rapordaki 'script otomatik denetleyecek' cumlesi YANLISTI ve bugun olculerek curutuldu -> esik duzeltmesi icin yeni METODOLOJI tetigi acildi"
2026-08-14,MPARK,"KAP-teyitli Q2 rakamlari beslemede dogrulanir VE FAALIYET kari YoY POZITIF (2026Q1'deki -%14,8 tersine doner) VE elle Wilder RSI-14 <65 VE settled >420","Yeni giris degerlendir (starter ~8pp, nakitten)",active,"08-14 ACILDI - LISTE DISINDAKI EN YAKIN ADAY. BUGUN GECEN bacaklar: F/K 12,34 < XUHIZ medyan 18,91 ✓, EV/FAVOK 4,8 ✓, 2026Q1 ana ortaklik kari 1.668M vs 1.531M = +%8,94 YoY ✓, konsensüs 16 AL/2 TUT hedef 679,11 (+%59,2) ✓, elle Wilder RSI-14 54,80 ✓. GECMEYEN bacak ve giris yapmama gerekcesi: FAALIYET KARI 2.517M vs 2.954M = -%14,8 YoY -> net kardaki artis ertelenmis vergiden (+182M vs -358M) geliyor. Bu, ENJSA'da kaydettigim ayni kalite cekincesi ve §6.7 deger-tuzagi hipotezinin imzasi. Ucuzluk + bozulan faaliyet karliligi kombinasyonuna sermaye koymuyorum"
2026-08-14,PORTFOY,Finansal sektor agirligi (GARAN %22 + ANSGR %10 = %32) >%35'e cikar,Ek finansal add YASAK; %40'i asarsa kademeli azalt,active,"08-14 ACILDI - ESKI STAPLES CAPININ HALEFI. Gerekce dogrudan bu haftanin olculmus zarari: 08-11'de staples blogu (%43) tek seansta -1,55pp alfa yakti, 08-12'de AEFES+CCOLA birlikte kesildi. AYNI HATAYI FINANSALDA TEKRARLAMAMAK icin cap ONCEDEN yaziliyor. NUANS: ANSGR sigorta, GARAN banka - is modelleri farkli (underwriting vs net faiz marji) ama IKISI DE faiz/TCMB rejimine duyarli; korelasyon sifir degil, o yuzden ayri sayilmiyor"
2026-08-14,PORTFOY,Nakit %42 - iki kesim tetiginin mekanik sonucu,Nakit YALNIZCA tanimli bir giris kapisi (ANSGR kademe / MPARK / KCHOL / DOAS / MGROS / TUPRS) ATESLENDIGINDE dagitilir; 10 ardisik seans hicbir kapi acilmazsa SECIM KRITERI'nin fiilen uygulanabilir olup olmadigi METHODOLOGY'de sorgulanir,active,"08-14 ACILDI - NAKDIN BASIBOS KALMAMASI ICIN. %42 nakit bir GORUS degil, iki on-kayitli kesimin mekanik sonucudur ve KURAL 9 geregi tetiksiz dagitilamaz. Ama sureli de olmali: yukselen bir endekste (XU100 08-12'de +%2,96) nakit tasimak olculebilir alfa maliyetidir. Sayac bugun basliyor: 1/10 || 08-19 GUNCELLEME: sayac 4/10. AYRIM YAZILIYOR: bugun nakit -6pp dagitildi ama bu bir YENI ISIM kapisi degil, mevcut ismin (BIMAS) kademe yukseltmesiydi. Sayac YENI-ISIM kapilarini olcuyor -> ilerlemeye devam ediyor."
2026-08-14,RUTIN,Rutin bir is gunu hic calismaz (rapor uretilmez),"Ertesi calisan gun ATLANAN gunun kapanislarini da backfill et, on-kayitli tetikleri ATLANAN gunun settled'i ile degerlendir, gecikmeyi raporda ACIKCA yaz",active,"08-14 ACILDI - BUGUN FIILEN YASANDI. 2026-08-13 (Persembe) rutini calismadi: reports/ altinda 08-13 raporu yok, prices.csv 08-11'de duruyordu ve iki ADET on-kayitli kesim tetigi (AEFES, CCOLA) OLCULMEDEN bekledi. Bugun 08-12 VE 08-13 birlikte backfill edildi (12 satir) ve tetikler 08-12 settled ile degerlendirildi. RISK: gecikme bir seans; AEFES'te maliyet YOK (08-13'te de dustu), CCOLA'da +%2,04 lehte hareket kacirildi - ikisi de raporlandi"
2026-08-14,METODOLOJI,"'Q2 beslemede dogrulanabilir' kosulunu iceren kapilar (KCHOL girisi, ENJSA ek-upgrade, ANSGR kademe) 6/6 isimde kalici kapali olcuLdu",METHODOLOGY.md §5'e yapisal limit olarak islenmeli ve veri bacagi icin ALTERNATIF kanit yolu tanimlanmali (or. KAP XBRL sayfa taramasi VEYA analist konsensüs revizyonu ikamesi),active,"08-14 ACILDI. BUGUN AD-HOC GEVSETME YAPILMADI - kural degisikligi ONCE METHODOLOGY.md'de yapilir (METHODOLOGY girisi). Kaydediliyor ki kapi tasariminin fiilen ulasilamaz oldugu tespit edilmis olsun ve ileride 'kural isliyordu' yanilsamasi olusmasin. Bugunku somut maliyeti: KCHOL girisi 8. is gununde engellendi - ama KCHOL bugun ZATEN degerleme bacagindan da elendi, yani bu kapinin bugunku maliyeti SIFIR"
